,seed,actions
22,3858330022,"[2, 0, 3, 0, 3, 0, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 1, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 2, 3, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 3, 3, 2, 2, 0, 0, 0, 3, 3, 1, 1, 3, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 1, 3, 3, 1, 2, 3, 1, 2, 1, 0, 3, 0, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 2, 2, 3, 1, 3, 0, 0, 2, 3, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 3, 2, 3, 0, 0, 3, 0, 3, 0, 3, 1, 1, 1, 2, 2, 3, 2, 0, 2, 0, 2, 1, 1, 1, 3, 3, 2, 0, 3, 1, 2, 2, 0, 0, 0, 3, 3, 1, 3, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 1, 1, 2, 2, 0, 0, 3, 0, 3, 3, 0, 3, 1, 1, 1, 2, 0, 2, 1, 3, 2, 0, 0, 2, 2, 1, 3, 0, 3, 3, 0, 3, 1, 1, 1, 2, 2, 2, 1, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 3, 1, 2, 1, 1, 2, 2, 0, 0, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 0, 3, 0, 0, 0, 2, 2, 1, 1, 2, 0, 3, 2, 2, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 0, 3, 0, 1, 2, 1, 1, 1, 3, 0, 3, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 1, 2, 2, 0, 3, 1, 2, 0, 2, 1, 1, 1, 3, 0, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 0, 2, 0, 3, 1, 1, 1, 2, 1, 2, 2, 2, 0, 0, 0, 3, 1, 3, 1, 3, 2, 0, 2, 0, 3, 1, 2, 0, 2, 1, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 1, 3, 3, 0, 2, 0, 3, 1, 1, 1, 1, 2, 1, 0, 3, 0, 0, 0, 2, 2, 1, 2, 2, 1, 1, 3, 0, 3, 3, 1, 2, 3, 1, 3, 0, 0, 0, 0, 2, 2, 1, 2, 2, 0, 3, 0, 1, 2, 1, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 1, 2, 0, 2, 1, 1, 1, 3, 0, 3, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 0, 3, 1, 1, 1, 2, 3, 0, 0, 2, 1, 2, 2, 0, 3, 1, 1, 3, 2, 0, 3, 3, 0, 2, 0, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 0, 0, 0, 0, 2, 1, 2, 2, 0, 3, 1, 2, 0, 2, 1, 1, 1, 3, 2, 3, 0, 3, 3, 3, 0, 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 0, 3, 3, 3, 0, 3, 1, 1, 2, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 1, 3, 1, 3, 0, 0, 2, 3, 0, 0, 2, 2, 1, 3, 1, 1, 2, 2, 2, 0, 0, 3, 1, 3, 1, 3, 1, 3, 0, 0, 0, 0, 2, 2, 1, 3, 1, 3, 0, 0, 2, 2, 1, 2, 1, 3, 1, 0, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 2, 0, 1, 2, 3, 1, 3, 0, 0, 0, 2, 3, 1, 2, 2, 2, 0, 0, 2, 1, 1, 1, 3, 2, 3, 0, 3, 3, 0, 2, 1, 3, 3, 0, 0, 2, 2, 2, 2, 1, 1, 1, 3, 3, 0, 1, 2, 2, 0, 0, 3, 0, 3, 1, 2, 3, 0, 2, 2, 1, 1, 1, 3, 3, 0, 0, 2, 3, 1, 3, 3, 0, 0, 2, 2, 1, 2, 2, 1, 1, 3, 0, 3, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 2, 2, 0, 3, 0, 1, 2, 1, 1, 1, 3, 0, 3, 1, 3, 0, 2, 1, 2, 2, 0, 0, 0, 3, 3, 1, 2, 0, 2, 1, 1, 1, 3, 0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 3, 0, 2, 1, 2, 1, 1, 2, 2, 0, 0, 0, 3, 3]"
23,3858330023,"[3, 1, 2, 0, 3, 1, 3, 1, 3, 1, 2, 0, 0, 0, 2, 2, 1, 1, 3]"
24,3858330024,"[3, 0, 3, 2, 2, 0, 0, 2, 1, 1, 1, 3, 1, 1, 3, 3, 0, 2, 0, 0, 3, 0, 2, 3, 1, 2, 2, 2, 1, 3, 3, 1, 1, 2, 0, 1, 2, 0, 0, 0, 3, 0, 1, 1, 2, 0, 3, 0, 3, 3, 1, 2, 1, 1, 1, 2, 0, 0, 0]"
25,3858330025,"[2, 3, 1, 1, 2, 2, 2, 0, 0, 1, 3, 3, 0, 1, 2, 2, 0, 0, 2, 3, 1, 1, 1, 3, 0, 3, 1, 3, 0, 1, 0, 2, 2, 2, 0, 0, 2, 0, 3, 2, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 2, 3, 1, 1, 2, 2, 2, 0, 0, 0, 0, 3, 0, 3, 3, 1, 1, 0, 0, 2, 2, 1, 3, 0, 1, 2, 2, 2, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 2, 3, 1, 1, 2, 2, 2, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 2, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 0, 1, 2, 1, 3, 1, 2, 2, 2, 0, 0, 0, 0, 3, 0, 3, 3, 1, 2, 3, 1, 0, 2, 2, 3, 0, 2, 1, 1, 2, 1, 1, 1, 3, 0, 3, 3, 0, 0, 1, 2, 1, 3, 1, 2, 2, 2, 0, 0, 0, 3, 0, 3, 0, 3, 3, 1, 2]"
26,3858330026,"[1, 3, 1, 0, 0, 3, 1, 1, 1]"
27,3858330027,"[3, 1, 2]"
28,3858330028,"[3, 2, 1, 1, 3, 3, 0, 0, 3, 3, 0, 3, 1, 2, 2, 1, 2, 0, 2, 2, 1, 3, 3]"
29,3858330029,"[2, 3, 0, 0, 0, 0, 2, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 0, 2, 0, 1, 3, 1, 2, 2, 0, 3, 2, 2, 2, 1, 3, 3, 2, 2, 0, 3, 3, 3, 0, 3, 0, 2, 2, 1, 3, 1, 2, 1, 3, 0, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 3, 1, 2, 2, 2, 0, 3, 0, 3, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 0, 0, 3, 0, 3, 1, 1, 1, 1, 2, 0, 2, 2, 2, 0, 3, 0, 3, 3, 1, 3, 0, 2, 2, 1, 3, 1, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 2, 3, 1, 1, 2, 0, 0, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 2, 1, 0, 2, 1, 0, 0, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 3, 0, 3, 3, 0, 3, 1, 1, 1, 1, 2, 0, 2, 3, 3, 0, 0, 2, 2, 1, 2, 3, 0, 3, 0, 3, 1, 1, 2, 3, 1, 2, 0, 0, 2, 0, 2, 1, 1, 1, 3, 0, 2, 3, 3, 3, 1, 2, 3, 0, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 0, 2, 2, 1, 3, 2, 2, 0, 3, 3, 0, 3, 1, 2, 1, 3, 0, 2, 0, 3, 0, 3, 3, 1, 2, 1, 1, 2, 0, 2, 0, 0, 3, 1, 1, 2, 3, 0, 3, 0, 3, 1, 1, 1, 2, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 1, 1, 2, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 2, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 3, 1, 2, 2, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 3, 3, 0, 2, 3, 1, 2, 0, 0, 2, 0, 2, 1, 1, 2, 1, 3, 0, 3, 2, 3, 0, 3, 0, 3, 1, 1, 1, 2, 2, 0, 2, 0, 3, 3, 1, 3, 1, 1, 2, 0, 2, 0, 2, 2, 1, 3, 2, 2, 0, 3, 3, 3, 0, 3, 0, 3, 1, 1, 1, 2, 0, 1, 2, 0, 2, 0, 3, 0, 3, 3, 1, 2, 0, 3, 1, 1, 1, 2, 2, 2, 3, 0, 2, 0, 0, 3, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 2, 0, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 2, 3, 0, 2, 0, 3, 3, 0, 3, 1, 1, 2, 3, 1, 2, 2, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 3, 3, 0, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 2, 0, 3, 2, 3, 1, 3, 0, 3, 1, 2, 2, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 3, 3, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 3, 3, 3, 1, 1, 1, 2, 0, 3, 1, 2, 2, 0, 2, 2, 1, 3, 2, 2, 0, 3, 3, 3, 0, 0, 3, 3, 1, 2, 0, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 0, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 3, 0, 3, 1, 2, 1, 2, 0, 0, 3, 3, 3, 1, 1, 2, 3, 1, 2, 2, 0, 2, 0, 3, 1, 2, 0, 3, 0, 3, 3, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 2, 0, 3, 0, 3, 3, 1, 2, 0, 3, 1, 1, 2, 3, 1, 2, 2, 2, 2, 2, 0, 3, 3, 0, 3, 0, 3, 3, 1, 1, 2, 2, 1, 0, 0, 0, 3, 3, 1, 2, 0, 3, 1, 1, 1, 2, 2, 2, 2, 0, 3, 0, 0, 3, 3, 1, 2, 3, 1, 2, 1, 2, 2, 0, 3, 2, 2, 1, 3, 3, 3, 3, 3, 0, 0, 2, 2, 0, 2, 1, 3, 3, 0, 3, 1, 1, 1, 2, 2, 0, 1, 2, 0, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 0, 0, 2, 0, 2, 1, 1, 2, 1, 3, 0, 0, 3, 0, 2, 2, 1, 3, 1, 1, 2, 0, 3, 3, 1, 2, 0, 0, 3, 0, 2, 2, 1, 3, 1, 1, 2, 0, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 1, 2, 0, 0, 2, 0, 0, 3, 0, 2, 2, 1, 3, 1, 1, 3, 3, 0, 2, 3, 1, 2, 2, 2, 0, 2, 2, 1, 3, 3, 3, 0, 2, 3, 1, 3, 3, 0, 0, 2, 0, 2, 2, 1, 3, 1, 1, 2, 2, 0, 3, 0, 3, 0, 3, 3, 1, 2, 1, 2, 1, 0, 3, 0, 2, 1, 2, 3, 2, 1, 3, 3, 3, 0, 0, 2, 2, 0, 2, 1]"
30,3858330030,"[1, 3, 3, 3, 0, 3, 3, 1, 2, 0, 2, 2, 0, 3, 1, 0, 2, 1, 1, 3]"
31,3858330031,"[2, 1, 3, 1, 1, 2, 2, 1, 1, 3, 3, 0, 2, 2, 0, 0, 3, 0, 3, 3, 1, 2, 1, 0, 1, 2, 2, 0, 3, 0, 3, 3, 1, 2, 1, 2, 0, 3, 2, 2, 1, 1, 1, 3, 3, 0, 2, 2, 0, 0, 3, 3, 0, 3, 0, 2, 2, 1, 1, 3, 1, 0, 2, 2, 1, 1, 3, 0, 3, 0, 0, 2, 1, 3, 2, 2, 1, 1, 1, 3, 3, 0, 2, 0, 2, 1, 1, 3, 0, 3, 0, 2, 0, 2, 1, 1, 1, 3, 0, 0, 3, 0, 2, 3, 3, 0, 0, 2, 2, 1, 0, 3, 1, 2, 1, 0, 3, 3, 1, 2, 1, 1, 2, 2, 0, 0, 3, 0, 1, 2, 1, 1, 3, 0, 3, 0, 1, 1, 2, 2, 0, 0, 3, 0, 0, 3, 3, 1, 1, 2, 0, 1, 1, 1, 2, 2, 0, 0, 3]"
32,3858330032,"[2, 3, 0, 0, 0, 2, 2, 2, 2, 2, 1, 3, 1, 3, 2, 3, 0, 3, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 2, 2, 2, 1, 3, 1, 3, 3, 0, 1, 2, 2, 0, 2, 0, 3, 3, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 2, 2, 1, 3, 1, 3, 3, 3, 1, 0, 0, 3, 0, 2, 2, 2, 1, 3, 1, 3, 1, 3, 0, 2, 2, 0, 0, 3, 3, 1, 2, 3, 0, 2, 2, 2, 2, 2, 1, 3, 1, 3, 3, 3, 1, 3, 0]"
33,3858330033,"[1, 3, 0, 3, 3, 1, 1, 2, 1, 3, 0, 0, 2, 0, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 1, 3, 0, 0, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 0, 1, 1, 3, 0, 0, 0, 2, 3, 2, 1, 3, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 2, 2, 0, 3, 1, 3, 3, 1, 1, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 2, 1, 1, 3, 0, 2, 0, 2, 3, 3, 1, 1, 2, 1, 3, 1, 1, 2, 0, 0, 0]"
34,3858330034,"[2, 3, 1, 0, 2, 2, 2]"
35,3858330035,"[3, 3, 0, 0, 0, 2, 2, 1, 1, 1, 2, 2, 0, 3, 2, 1, 3, 0, 0, 3, 3, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 0, 2, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 0, 1, 2, 1, 2, 1, 3, 3, 3, 0, 3, 0, 2, 3, 0, 2, 1, 1, 1, 2, 2, 0, 3, 2, 2, 1, 3, 3, 3, 3, 0, 0, 0, 2, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 0, 2, 2, 1, 3, 3, 3, 3, 0, 2, 1, 2, 2, 2, 0, 3, 0, 3, 0, 1, 2, 1, 2, 1, 3, 3, 0, 3, 1, 3, 0, 0, 0, 2, 1, 3, 1, 1, 2, 2, 2, 2, 0, 3, 0, 3, 1, 0, 0, 3, 3, 1, 1, 2, 0, 2, 3, 3, 1, 2, 1, 2, 2, 0, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 0, 0, 2, 3, 1, 2, 2, 1, 2, 2, 1, 3, 3, 3, 0, 1, 0, 3, 0, 2, 3, 0, 2, 1, 1, 1, 2, 2, 2, 0, 3, 0, 3, 1, 3, 0]"
36,3858330036,"[3, 0, 2, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 1, 1, 2, 3, 0, 0, 3, 2, 2, 1, 1, 1, 1, 3, 0, 0, 0, 2, 0, 3]"
37,3858330037,"[0, 1, 2, 2, 0, 0, 0, 0, 3, 1, 0, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 3, 1, 1, 3, 3, 0, 2, 0, 1, 3, 1, 2, 2, 0, 1, 0, 3, 0, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 1, 3, 3, 0, 3, 1, 0, 1, 2, 0, 0, 0, 3, 1, 0, 1, 2, 0, 2, 2, 1, 1, 1, 3, 0, 3, 1, 1, 1, 3, 3, 0, 2, 0, 0, 1, 1, 3, 1, 2, 2, 0, 1, 0, 3, 0, 0, 2, 0, 0, 3, 1, 1, 1, 2, 3, 0, 0, 0, 2, 1, 2, 0, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 3, 1, 2, 2, 0, 0, 0, 3, 1, 0, 1, 2, 1, 1, 3, 3, 0, 2, 3, 1, 2, 0, 0, 0, 0, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 2, 0, 3, 0, 0, 3, 1, 3, 1, 1, 2, 3, 1, 3, 1, 2, 2, 0, 0, 3, 0, 0, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 2, 0, 3, 0, 0, 3, 1, 3, 1, 2, 3, 0, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 3, 2, 0, 2, 1, 3, 0, 3, 3, 1, 0, 1, 2, 0, 0, 2, 0, 3, 1, 3, 1, 1, 2, 1, 1, 3, 0, 3, 1, 2, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 2, 1, 0, 3, 3, 1, 3, 1, 1, 0, 1, 2, 0, 0, 3, 0, 2, 2, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 1, 3, 1, 1, 2, 1, 1, 3, 3, 0, 2, 3, 1, 2, 0, 0, 0, 0, 0, 2, 1, 2, 0, 2, 1, 0, 3, 3, 1, 3, 1, 1, 1, 3, 1, 2, 2, 0, 1, 0, 3, 0, 0, 0, 0, 2, 1, 2, 1, 1, 2, 0, 1, 3, 3, 0, 3, 1, 0, 1, 2, 0, 0, 3, 0, 2, 2, 2, 1, 0, 3, 3, 1, 3, 1, 1, 2, 1, 1, 3, 3, 0, 2, 3, 1, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 1, 3, 1, 1, 1, 3, 1, 2, 2, 0, 1, 0, 3, 0, 0, 0, 0, 2, 1, 2, 0, 2, 1, 0, 3, 3, 1, 3, 1, 1, 1, 2, 0, 3, 1, 3, 1, 2, 2, 0, 0, 2, 2, 0, 1, 0, 3, 0, 0, 3, 1, 3, 1, 1, 2, 0, 3, 1, 1, 3, 1, 2, 2, 0, 0, 0, 2, 0, 0, 2, 1, 0, 3, 3, 3, 1, 2]"
38,3858330038,"[2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 1]"
39,3858330039,"[3, 1, 0, 3, 3, 1, 2, 1, 0, 3, 0, 2, 2, 2, 1, 3, 1, 3, 0, 1, 2, 1, 0, 3, 0, 3, 0, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 0, 0, 3, 0, 2, 2, 0, 3, 1, 3, 1, 2, 1, 2, 1, 1, 3, 2, 3, 0, 2, 0, 3, 0, 3, 0, 3, 0, 2]"
40,3858330040,"[3, 3, 0, 0, 0, 0, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 3, 1, 1, 1, 2, 2, 0, 3, 2, 2, 3, 3, 1, 3, 0, 2, 0, 0, 3, 0, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 1, 1, 3, 0, 2, 1, 2, 2, 3, 3, 1, 3, 0, 0, 2, 0, 2, 0, 3, 3, 1, 0, 1, 2, 1, 1, 3, 0, 2, 0, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 0, 3, 1, 0, 1, 2, 1, 1, 2, 2, 3, 3, 0, 0, 3, 1, 0, 1, 2, 0, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 3, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 0, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 1, 1, 3, 0, 2, 0, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 0, 3, 1, 0, 1, 2, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 0, 3, 0, 1, 2, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 1, 3, 0, 1, 0, 2, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 0, 1, 0, 3, 0, 0, 2, 2, 0, 3, 0, 3, 1, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 0, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 3, 3, 1, 0, 2, 1, 3, 1, 0, 2, 1, 3, 0, 0, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 0, 2, 1, 0, 0, 0, 3, 1, 0, 1, 2, 0, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 2, 3, 1, 3, 0, 1, 3, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 1, 0, 3, 0, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 0, 0, 2, 3, 1, 1, 2, 0, 1, 0, 2, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 0, 3, 1, 0, 1, 2, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 0, 1, 3, 0, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 3, 1, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 0, 0, 0, 1, 0, 2, 2, 0, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 0, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 3, 0, 3, 1, 2, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 0, 0, 2, 0, 0, 3, 3, 1, 1, 0, 2, 0, 3, 1, 1, 2, 1, 1, 3, 0, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 3, 3, 1, 0, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 0, 0, 0, 1, 0, 2, 2, 0, 0, 3, 1, 2, 3, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 0, 0, 3, 1, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 0, 3, 3, 1, 2, 3, 1, 0, 1, 2, 1, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 3, 3, 1, 0, 0, 3, 3, 1, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 1, 0, 0, 2, 3, 2, 1, 2, 1, 3, 1, 1, 3, 0, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 3, 1, 1, 3, 0, 3, 0, 2, 3, 1, 1, 0, 1, 2, 2, 0, 2, 0, 3, 1, 1, 3, 3, 1, 0, 1, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 0, 3, 0, 2, 3, 2, 1, 2, 1, 3, 3, 1, 2, 1, 1, 3, 0, 2, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 0, 3, 1, 3, 1, 3, 3, 0, 2, 0, 2, 3, 3, 1, 1, 2, 2, 0, 2, 2, 0, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 0, 2, 1, 1, 2, 0, 2, 2, 2, 0, 0, 3, 0, 3, 3, 0, 2, 1, 3, 1, 3, 0, 3, 1, 0, 1, 2, 2, 0, 3, 0, 2, 2, 2, 3, 1, 3, 1, 3, 1, 1, 3, 0]"
41,3858330041,"[3, 1, 0, 3, 1, 1, 1, 2, 2, 0, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 3, 3, 0, 0, 2, 1, 2, 2, 3, 3, 3, 1, 2, 3, 0, 0, 2, 1, 2, 2, 1, 2, 2, 0, 3, 3]"
42,3858330042,"[3, 3, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 0, 0, 3, 1, 2, 0, 3, 1, 3, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0, 2, 2, 1, 1, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 1, 1, 2, 2, 0, 1, 3, 3, 1, 3, 0, 0, 0, 2, 2, 1, 3, 2, 2, 1, 3, 0, 1, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 3, 0, 2, 2, 0, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 1, 1, 1, 2, 0, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 2, 2, 1, 3, 2, 0, 3, 3, 0, 3, 3, 1, 2, 2, 3, 2, 0, 3, 3, 1, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 1, 2, 1, 3, 0, 1, 2, 2, 0, 1, 0, 3, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0, 2, 2, 1, 1, 2, 2, 0, 2, 0, 0, 3, 1, 2, 1, 1, 3, 3, 0, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 1, 1, 1, 2, 0, 2, 2, 0, 1, 0, 3, 1, 3, 3, 1, 3, 0, 0, 0, 2, 2, 1]"
43,3858330043,"[2, 3, 1, 2, 0, 2, 3, 1, 2, 0, 2, 0, 1, 3, 3, 1, 2, 1, 2, 0, 2, 0, 1, 1, 3, 3, 0, 0, 0, 2, 1, 2, 3, 0, 0, 2, 1, 3, 1, 3, 3, 1, 2, 1, 2, 2, 0, 3, 2, 0, 3, 0, 3, 1, 3, 1, 2, 0, 3, 1, 2, 1, 2, 2, 0, 0, 0, 1, 0, 3, 1, 3, 3, 1, 2, 1, 2, 0, 1, 2, 0, 0, 0, 3, 0, 0, 2, 1, 0, 3, 1, 1, 3, 1, 3, 1, 2, 2, 0, 0, 0]"
