,seed,actions
44,3858330044,"[0, 1, 2, 0, 3, 3, 3, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 2, 2, 0, 3, 0, 3, 3, 1, 3, 1, 2, 0, 2, 1, 3, 2, 2, 2, 0, 3, 0, 3, 3, 1, 3, 1, 2, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 0, 2, 2, 1, 3, 1, 3, 3, 0, 2, 2, 1, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 2, 3, 1, 3, 2, 0, 2, 1, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 3, 3, 0, 2, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 3, 1, 2, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 1, 3, 2, 0, 2, 2, 1, 3, 3, 0, 2, 0, 3, 3, 1, 3, 1, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 1, 3, 0, 2, 2, 1, 3, 2, 0, 2, 0, 3, 3, 1, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 2, 2, 2, 3, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 3, 0, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 3, 1, 2, 1, 2, 0, 1, 3, 1, 3, 0, 0, 0, 2, 0, 2, 2, 1, 2, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 3, 1, 2, 2, 2, 0, 3, 0, 3, 3, 1, 3, 1, 2, 2, 1, 1, 3, 0, 1, 0, 3, 0, 0, 2, 0, 2, 1, 2, 3, 0, 3, 1, 3, 1, 1, 2, 0, 3, 2, 1, 2, 0, 1, 3, 1, 3, 0, 0, 2, 2, 2, 2, 1, 2, 0, 0, 3, 3, 0, 3, 3, 1, 3, 1, 1, 2, 1, 2, 0, 0, 0, 2, 3, 1, 1, 3, 1, 3, 0, 0, 2, 3, 0, 2, 0, 0, 2, 1, 3, 1, 1, 2, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 2, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 0, 2, 1, 3, 2, 2, 2, 1, 1, 3, 0, 3, 2, 3, 0, 3, 0, 3, 1, 3, 1, 2, 1, 2, 0, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 2, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 0, 2, 1, 0, 1, 3, 3, 1, 2, 1, 2, 0, 1, 3, 1, 3, 0, 0, 0, 2, 0, 2, 2, 1, 0, 3, 3, 1, 3, 1, 2, 2, 0, 2, 2, 1, 3, 2, 1, 2, 0, 0, 3, 3, 0, 3, 1, 1, 3, 2, 0, 2, 0, 3, 0, 3, 1, 2, 1, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 2, 1, 2, 0, 3, 0, 0, 3, 1, 2, 0, 2, 2, 1, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 2, 0, 3, 0, 3, 1, 2, 1, 2, 2, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 2, 2, 1, 3, 1, 3, 0, 0, 0, 2, 3, 1, 2, 2, 2, 3, 1, 3, 1, 3, 0, 0, 0, 2, 0, 2, 1, 2, 1, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 1, 3, 3, 0, 0, 0, 2, 2, 2, 1, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0, 2, 2, 2, 3, 2, 0, 3, 3, 1, 3, 1, 1, 2, 0, 2, 0, 2, 1, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 3, 1, 2, 2, 0, 1, 2, 2, 0, 3, 0, 3, 0, 1, 2, 1, 2, 2, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 1, 3, 1, 3, 0, 0, 0, 2, 2, 0, 0, 3, 1, 2, 1, 1, 2, 2, 0, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 3, 1, 2, 2, 2, 2, 1, 2, 0, 0, 3, 3, 0, 3, 1, 2, 3, 0, 0, 3, 1, 2, 1, 2, 1, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 0, 2, 1, 1, 1, 3, 3, 0, 0, 0, 2, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 3, 1, 2, 2, 1, 1, 3, 0, 1, 0, 3, 0, 0, 2, 2, 2, 2, 1, 3, 2, 1, 2, 0, 0, 3, 3, 3, 1, 0, 3, 1, 2, 3, 3, 1, 1, 2, 2, 0, 1, 3, 0, 2, 0, 1, 3, 0, 2, 0]"
45,3858330045,"[0, 1, 0, 2, 2, 1, 2, 0, 0, 3, 2, 1, 3, 3, 3, 3, 3, 0, 2, 0, 2, 1, 2, 3, 1, 3, 2, 0, 2, 1, 2, 1, 2, 0, 0, 3, 3, 2, 2, 1, 3, 3, 3, 0, 2, 3, 1, 3, 3, 0, 2, 0, 0, 2, 1, 3, 1, 3, 1, 2, 2, 2, 0, 3, 2, 3, 1, 3, 0, 0]"
46,3858330046,"[0, 2, 3, 1, 2, 1, 2, 2, 0, 3, 1, 3, 3, 0, 0, 2, 2, 1, 0, 3, 3, 1, 2, 0, 2, 1, 0, 1, 2, 1, 3, 3, 3]"
47,3858330047,"[1, 2, 3, 0, 2, 2, 2, 2, 2, 1, 3, 3, 1, 1, 2, 0, 1, 2, 0, 0, 0, 3, 3, 3, 1, 3, 2, 0, 2, 2, 1, 2, 0, 3, 1, 3, 1, 3, 0, 1, 2, 0, 0, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 0, 1, 2, 0, 0, 0, 3, 3, 3, 1, 1, 3, 1, 0, 0, 2, 1, 2, 2, 1, 2, 0, 0, 0, 3, 1, 2, 0, 3, 1, 3, 3, 1, 3, 1, 3, 0, 2, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 3, 3, 3, 1, 1, 3, 3, 0, 2, 2, 1, 3, 1, 2, 2, 2, 2, 0, 0, 0, 3, 1, 2, 0, 3, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 1, 0, 2, 2, 2, 2, 2, 1, 3, 3, 3, 1, 3, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 3, 1, 2, 1, 3]"
48,3858330048,"[3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 0, 0, 0, 3, 2, 3, 1, 2, 1, 1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 0, 0, 2, 1, 0, 2, 3, 1, 1, 0, 1, 3, 1, 1, 2, 2, 2, 0, 2, 0, 0, 0, 3, 2, 3, 1, 2, 1, 1, 3, 1, 3, 3, 0, 1, 3, 0, 2, 2, 2, 1, 2, 0, 0, 0, 0, 3, 3, 2, 2, 1, 1, 1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 0, 2, 1, 0, 1, 3, 1, 1, 2, 2, 2, 0, 2, 0, 0, 0, 3, 3, 3, 1, 1, 3, 1, 1, 2, 0, 1, 3, 0, 2, 2, 2, 1, 2, 0, 0, 0, 0, 3, 3, 3, 3, 1, 2, 1, 0, 1, 3, 1, 2, 2, 2, 1, 2, 0]"
49,3858330049,"[0, 2, 2, 2, 1, 3]"
50,3858330050,"[1, 0, 2, 2, 1, 0, 2, 1, 1, 1, 3, 3, 0, 3, 0, 2, 3, 0, 2, 2, 2, 1, 1, 3, 2, 0, 0, 3, 1, 3, 1, 3, 2, 0, 2, 0, 2, 1, 1, 3, 1, 3, 0, 1, 0, 3, 0, 2, 3, 0, 2, 2, 1]"
51,3858330051,"[2, 1, 3, 1, 0, 2, 1, 3, 1, 1, 2, 0, 3, 2, 1, 1, 3, 2, 3, 0, 2, 0, 3, 0, 0, 2, 1, 3, 1, 1, 1, 3, 2, 2, 0, 0, 3, 2, 1, 1, 3, 3, 3, 2, 2, 2, 0, 0, 3, 0, 0, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 1, 2, 2, 2, 2, 0, 0, 3, 0, 0, 2, 1, 1]"
52,3858330052,"[2, 0, 3, 0, 0, 3, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 0, 2, 1, 1, 1, 3, 3, 0, 2, 0, 0, 3, 1, 3, 0, 1, 2, 0, 2, 2, 1, 1, 1, 3, 3, 0, 2, 0, 0, 3, 3, 1, 2, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 3, 3, 0, 1, 2, 0, 2, 2, 1, 0, 3, 3, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 3, 3, 1, 2, 0, 2, 2, 2, 1, 3, 3, 3, 0, 1, 2, 0, 2, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 0, 2, 1, 0, 3, 3, 3, 3, 1, 2, 0, 2, 2, 2, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 0, 3, 1, 0, 2, 1, 3, 3, 1, 1, 2, 2, 0]"
53,3858330053,"[0, 0, 3, 3, 0, 2, 1, 2, 1, 1, 3, 0, 2, 0, 0, 3, 1, 3, 2, 0, 0, 3, 0, 2, 2, 1, 3, 1, 1, 2, 0, 3, 2, 1, 1, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 2, 2, 1, 1, 1, 3, 1, 1, 2, 0, 1, 0, 3, 0, 3, 2, 3, 0, 2, 2, 1, 3, 1, 1, 2, 0, 0]"
54,3858330054,"[2, 0, 3, 1, 1, 2, 3, 1, 2, 2, 2, 0, 0, 3, 0, 3, 3, 1, 1, 2, 2, 1, 0, 0, 0, 3, 3, 1, 2, 0, 3, 1, 1, 1, 2, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 0, 2, 0, 2, 1, 3, 2, 0, 2, 2, 1, 3, 0, 1, 1, 1, 3, 3, 0, 2, 1, 0, 3, 3, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 2, 0, 1, 3, 3, 0, 2, 1, 0, 0, 3, 0, 2, 2, 2, 1, 3, 3, 1, 1, 2, 0, 3, 2, 1, 3, 3, 3, 0, 0, 2, 0, 2, 2, 1, 0, 3, 3, 1, 2, 2]"
55,3858330055,"[1, 3, 3, 0, 2, 1, 0, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 2, 0, 3, 3, 3, 1, 2, 0, 2, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 0, 1, 1, 3, 3, 3, 1, 2, 0, 2, 2, 1, 3, 3]"
56,3858330056,"[0, 3, 1, 0, 2, 1, 1, 3, 3, 3, 0, 2, 1, 2, 2, 0, 0, 3, 3]"
57,3858330057,"[2, 0, 3, 1, 1, 1, 2, 3, 0, 0, 0, 2, 0]"
58,3858330058,"[3, 0, 2, 3, 0, 3, 1, 1, 2, 2, 2, 2, 0, 3, 2, 2, 1, 3, 3, 3, 3, 0, 2, 2, 2, 1, 2, 0]"
59,3858330059,"[0, 3, 0, 2, 1, 1, 3, 0, 3, 0, 2, 2, 1, 1, 3, 3, 2, 2, 0, 3, 0, 3, 3, 3, 1, 2, 1, 3, 2, 0, 0, 2, 2, 1, 3, 0, 3, 3, 0, 3, 1, 1, 1, 2, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 2, 2, 2, 1, 3, 1, 0, 3, 2, 2, 0, 3, 3, 1, 1, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 2, 0, 2, 2, 0, 3, 3, 3, 1, 0, 1, 2, 2, 1, 3, 1, 3, 0, 2, 2, 0, 2, 0, 3, 3, 3, 1, 0, 1, 2, 2, 2, 0, 2, 2, 1, 1, 3, 3, 3, 3, 1, 1, 2, 0, 3, 3, 0, 2, 0, 2, 1, 3, 3, 0, 1, 0, 2, 2, 2, 0, 2, 2, 1, 1, 3, 3, 3, 3, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 2, 2, 2, 0, 3, 3, 0, 3, 1, 2, 2, 1, 2, 1, 3, 1, 0, 0, 2, 0, 3, 3, 3, 1, 2, 1, 2, 1, 1, 3, 3, 0, 0, 2, 1]"
60,3858330060,"[3, 2, 0, 0, 0, 0, 0, 3, 1, 3, 1, 2, 1, 3, 3, 3, 0, 2, 3, 1, 2, 2, 1, 2, 0, 3, 3, 0, 2, 1, 1, 2, 1, 2, 0, 1, 3, 0, 0, 3, 3, 3, 0, 2, 2, 0, 2, 0, 2, 1, 1, 3, 2, 1, 0, 0, 0, 3, 1, 3, 1, 2, 3, 0, 2, 0, 2, 1, 1, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 3, 1, 3, 2, 0, 2, 2, 1, 0, 0, 0, 3, 1, 3, 1, 2, 1, 1, 1, 3, 0, 2, 0, 0, 3, 1, 3, 2, 0, 2, 0, 0, 2, 1, 1, 1, 3, 1, 1, 2, 0, 1, 3, 3, 0, 2, 0, 0, 2, 1, 3, 3, 1, 0, 0, 2, 0, 0, 2, 1, 1, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 3, 0, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 1, 2, 0, 1, 1, 3, 0, 0, 0, 3, 1, 3, 2, 0, 2, 1, 2, 0, 1, 1, 1, 3, 3, 0, 2, 2, 0, 0, 0, 1, 0, 3, 3, 1, 1, 3, 2, 0, 2, 0, 2, 1, 1, 1, 1, 3, 3, 0, 2, 0, 3, 1, 0, 0, 3, 3, 1, 2, 3, 0, 2, 2, 2, 0, 2, 1, 1, 1, 1, 3, 0, 3, 0, 1, 0, 3, 0, 2, 1, 1, 2, 2, 0, 0, 3, 0, 3, 1, 2, 3, 3, 1, 2, 1, 2, 0, 0, 3, 2, 2, 0, 3]"
61,3858330061,"[0, 0, 2, 2, 2, 1, 0, 3, 3, 3, 1, 1, 2, 0, 3, 0, 2, 2, 2]"
62,3858330062,"[2, 1, 3, 1, 0, 2, 1, 3, 1]"
63,3858330063,"[2, 3, 1, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 2, 1, 2, 2, 2, 0, 3, 0, 2, 0, 3, 2, 1, 1, 3, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 0, 0, 2, 2, 1, 1, 2, 2, 1, 3, 3, 3, 0, 1, 0, 3, 0, 0, 0, 2, 1, 2, 1, 1, 2, 2, 0, 0, 3, 2, 1, 1, 1, 3, 0, 0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 3, 3, 2, 3, 1, 1, 2, 2, 1, 3, 3, 3, 0, 1, 0, 3, 0, 2, 3, 0, 2, 3, 1, 2, 1, 1, 2, 2, 2, 0, 3, 0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 1, 3, 1, 3, 0, 0, 2, 3, 0, 0, 2, 1, 1, 1, 1, 2, 2, 2, 0, 3, 0, 2, 0, 3, 2, 1, 1, 1, 3, 0, 3, 3, 0, 2, 1, 3, 1, 3, 0, 0, 0, 2, 2, 1, 1, 3, 1, 2, 2, 2, 0, 0, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 3, 2, 1, 1, 1, 3, 0, 0, 3, 1, 1, 3, 3, 0, 2, 1, 0, 3, 0, 0, 2, 2, 1, 3, 3, 1, 2, 1, 2, 2, 0, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 2, 1, 2, 0, 3, 0, 2, 1, 3, 1, 2, 2, 2, 0, 0, 0, 3, 2, 1, 3, 0, 3, 1, 3, 2, 0, 2, 2, 1, 1, 1, 3, 3, 3, 0, 3, 0, 0, 2, 3, 1, 2, 1, 2, 3, 1, 3, 0, 0, 0, 2, 2, 1, 1, 2, 0, 2, 0, 3, 2, 1, 3, 3, 1, 3, 1, 2, 2, 2, 0, 1, 3, 0, 0, 0, 3, 2, 2, 1, 0, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 3, 1, 2, 2, 1, 3, 1, 2, 2, 0, 0, 0, 3, 2, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 3, 0, 0, 3, 1, 3, 1, 3, 0, 0, 0, 0, 2, 1, 3, 1, 1, 2, 1, 2, 2, 2, 0, 3, 0, 3, 0, 2, 2, 1, 0, 1, 3, 3, 1, 3, 1, 3, 0, 0, 2, 3, 0, 0, 2, 1, 2, 2, 2, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 3, 1, 3, 2, 0, 2, 2, 1, 0, 1, 3, 1, 3, 0, 1, 2, 0, 0, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 0, 1, 3, 0, 0, 3, 1, 1, 3, 0, 1, 0, 3, 0, 2, 3, 0, 0, 2, 1, 2, 2, 2, 1, 0, 1, 3, 0, 3, 1, 3, 2, 0, 2, 2, 1, 3, 1, 1, 2, 0, 3, 3, 0, 1, 2, 2, 1, 3, 3, 3, 3, 0, 0, 0, 0, 2, 1, 2, 2, 2, 1, 0, 1, 3, 3, 1, 2, 1, 3, 3, 0, 1, 0, 3, 0, 0, 0, 2, 1, 2, 2, 2, 1, 3, 3, 1, 2, 1, 2, 0, 1, 3, 0, 0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 0, 2, 1, 2, 0, 3, 0, 2, 1, 3, 1, 3, 0, 0, 0, 0, 2, 1, 2, 2, 2, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 3, 3, 3, 1, 1, 2, 1, 2, 0, 3, 0, 2, 1, 3, 1, 2, 2, 2, 0, 1, 3, 0, 3, 3, 1, 3, 0, 0, 0, 0, 2, 1, 2, 2, 1, 3, 1, 3, 1, 3, 0, 0, 0, 0, 2, 1, 2, 2, 2, 1]"
64,3858330064,"[0, 1, 0, 2, 2, 1, 2, 1, 3]"
65,3858330065,"[3, 3, 1, 2, 0, 3, 1, 1, 1, 2, 2, 1, 1, 3, 0, 1, 0, 3, 0, 0, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 0, 2, 1, 2, 0, 3, 2, 1, 3, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 2, 2, 0, 2, 2, 1, 3, 0, 1, 1, 3, 1, 3, 2, 0, 2, 0, 0, 3, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 1, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 2, 2, 0, 2, 1, 1, 3, 1, 3, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 2, 2, 1, 3, 3, 1, 2, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 2, 2, 2, 1, 3, 1, 3, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 1, 1, 2, 1, 2, 0, 0, 0, 2, 3, 1, 1, 3, 1, 3, 0, 0, 0, 0, 2, 0, 2, 1, 3, 2, 0, 2, 1, 1, 3, 2, 3, 1, 1, 3, 1, 3, 0, 0, 0, 0, 2, 1, 1, 2, 1, 1, 3, 0, 0, 0, 3, 0, 2, 2]"
66,3858330066,"[2, 3, 1, 2, 0, 2, 3, 0, 2, 2, 2, 2, 1, 1, 3, 3, 3, 2, 0, 1, 0, 3, 3, 3, 1, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 3, 3, 2, 2, 1, 1, 3, 3, 3, 2, 2, 2, 0, 0, 3, 3, 1, 3, 3, 0, 2, 1, 2, 1, 2, 2, 0, 0, 3, 3, 2, 2, 1, 1, 3, 3, 0, 3, 3, 3, 1, 2, 0, 0, 2, 1, 2, 1, 3, 2, 0, 3, 0, 2, 3, 1, 3, 3, 1, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 3, 2, 1, 1, 3, 3, 0, 3, 3, 1, 2, 3, 0, 0, 2, 2]"
67,3858330067,"[2, 1, 3, 0, 2, 0, 2, 1, 3, 1, 1, 2, 0, 1, 3, 1, 3, 2, 0, 2, 0, 3, 3, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 1, 3, 1, 2, 0, 1, 3, 0, 0, 0, 0, 2, 1, 1, 2, 0, 1, 0, 3, 3, 1, 2, 1, 1, 2, 3, 0, 3, 0, 0, 0, 2, 0, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1, 2, 2, 0, 0, 1, 1, 3, 3, 0, 0, 2, 0, 2]"
68,3858330068,"[0, 3, 2, 1, 3, 0, 3, 0, 1, 2, 1, 3, 0, 3, 0, 3, 3, 1, 1, 2, 2, 0, 1, 3, 3, 0, 2, 0, 3, 1, 1, 2, 2, 2, 0, 3, 1, 2, 0, 2, 2, 1, 3, 2, 0, 3, 3, 3, 3, 2, 1, 3, 0, 0, 2, 2, 1, 2, 1, 3, 3]"
69,3858330069,"[3, 2, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 1, 0, 3, 3, 1, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 2, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 3, 3, 3, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 2, 2, 2, 0, 3, 1, 1, 2, 0, 0, 2, 2, 1, 3, 0, 2, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 0, 0, 0, 2, 3, 2, 1, 2, 1, 2, 2, 0, 3, 0, 3, 1, 3, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 2, 3, 2, 1, 1, 2, 1, 0, 0, 2, 0, 3, 1, 1, 1, 2, 2, 0, 3, 0, 3, 3, 1, 2, 1, 0, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 1, 2, 2, 0, 3, 0, 0, 3, 1, 1, 2, 3, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 1, 3, 0, 2, 0, 0, 3, 1, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 1, 3, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 0, 0, 3, 1, 1, 3, 1, 2, 0, 2, 0, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 3, 0, 3, 0, 3, 0, 2, 3, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 0, 2, 0, 3, 0, 2, 1, 3, 1, 3, 3, 1, 2, 3, 0, 0, 2, 2, 1, 2, 0, 0, 2, 3, 1, 3, 1, 2, 1, 3, 3, 2, 0, 2, 0, 3, 3, 0, 3, 1, 1, 2, 1, 1, 3, 0, 2, 2, 0, 2, 0, 3, 3, 3, 1, 1, 1]"
70,3858330070,"[0, 2, 3, 2, 1, 2, 1, 2, 2, 0, 0, 2, 1, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 3, 3, 1, 1, 2, 0, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 3, 0, 2, 3, 3, 1, 2, 2, 1, 2, 0, 2, 0, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 0, 2, 1, 3, 1, 2, 2, 2, 0, 3, 2, 0, 3, 1, 3, 3, 0, 2, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 1, 0, 0, 2, 1, 2, 2, 0, 3, 2, 3, 1, 2, 1, 1, 3, 0, 3, 3, 0, 0, 3, 3, 1, 2, 0, 2, 2, 1, 0, 3, 3, 1, 2, 2, 3, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 0, 2, 1, 2, 1, 0, 2, 0, 3, 2, 3, 1, 2, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 3, 1, 0, 2, 2, 1, 1, 1, 3, 0, 2, 1, 3, 0, 3, 3, 0, 2, 0, 3, 1, 1, 2, 2, 2, 0, 0, 3, 1, 0, 2, 1, 3, 3, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 0, 2, 1, 0, 0, 3, 3, 1, 1, 2, 2, 0, 0, 2, 1, 1, 1, 1, 3, 0, 2, 0, 3, 0, 0, 3, 1, 3, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 3, 0, 2, 0, 2, 2, 1, 1, 3, 0, 0, 3, 1, 3, 3, 0, 2, 3, 3, 1, 2, 2, 1, 2, 3, 0, 2, 2, 1, 0, 0, 2, 1, 1, 3, 3, 3, 0, 0, 2, 1, 3, 1, 2, 2, 0, 2, 1, 1, 1, 3, 0, 2, 0, 0, 0, 3, 2, 3, 1, 2, 1, 3, 0, 3, 3, 0, 2]"
71,3858330071,"[2, 0, 0, 3, 0, 0, 2, 0, 3, 2, 3, 1, 1, 1, 2, 0, 0]"
72,3858330072,"[2, 0, 0, 3, 1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 3, 3, 0, 0, 0, 2, 1, 2, 3, 0, 0, 2, 1, 3, 0, 3, 1, 1, 1, 1, 2, 2, 0, 0, 3, 2, 1, 1, 3, 0, 1, 2, 0, 3, 3, 0, 0, 0, 2, 2, 1, 3, 1, 0, 2, 1, 0, 1, 3, 0, 0, 3, 1, 1, 1, 1, 2, 0, 1, 2, 0, 3, 0, 1, 2, 0, 3, 1, 1, 3, 0, 0, 0, 0, 2, 1, 0, 1, 3, 1, 1, 1, 2, 2, 0, 0, 0, 3, 1, 2, 0, 3, 0, 3, 1, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 3, 0, 3, 1, 1, 2, 1, 0, 0, 2, 1]"
